原始名,标准名,拟匹配频道名,分组,来源,输出顺序,是否已维护
[SD]us a e,[SD]us a e,[SD]us a e,待标准化,网络源,未排序,否
[SD]us nickelodeon east,[SD]us nickelodeon east,[SD]us nickelodeon east,待标准化,网络源,未排序,否
[SD]us oxygen,[SD]us oxygen,[SD]us oxygen,待标准化,网络源,未排序,否
[SD]us root sports network,[SD]us root sports network,[SD]us root sports network,待标准化,网络源,未排序,否
[SD]vevo '70s,Vevo '70s,Vevo '70s,待确认分组,网络源,未排序,否
[SD]vevo '90s,Vevo '90s,Vevo '90s,待确认分组,网络源,未排序,否
[SD]vevo country[geo-blocked],Vevo Country,Vevo Country,待确认分组,网络源,未排序,否
[SD]vevo latino (1080p),Vevo Latino,Vevo Latino,待确认分组,网络源,未排序,否
[SD]vevo retro rock,Vevo Retro Rock,Vevo Retro Rock,待确认分组,网络源,未排序,否
[SD]vice tv (1080p),Vice Tv,Vice Tv,待确认分组,网络源,未排序,否
[SD]vijay takkar,Vijay Takkar,Vijay Takkar,待确认分组,网络源,未排序,否
[SD]viju plus sport,[SD]viju plus sport,[SD]viju plus sport,待标准化,网络源,未排序,否
[SD]walla ! plus,[SD]walla ! plus,[SD]walla ! plus,待标准化,网络源,未排序,否
[SD]wild 'n out,Wild 'N Out,Wild 'N Out,待确认分组,网络源,未排序,否
[SD]world poker tour,World Poker Tour,World Poker Tour,待确认分组,网络源,未排序,否
[SD]yo! mtv[geo-blocked],Yo! Mtv,Yo! Mtv,待确认分组,网络源,未排序,否
[SD]zagros,[SD]zagros,[SD]zagros,待标准化,网络源,未排序,否
[SD]zee action,Zee Action,Zee Action,待确认分组,网络源,未排序,否
[SD]zee bollywood,Zee Bollywood,Zee Bollywood,待确认分组,网络源,未排序,否
[SD]zee business,Zee Business,Zee Business,待确认分组,网络源,未排序,否
[SD]zee-tv,Zee Tv,Zee Tv,待确认分组,网络源,未排序,否
[SD]авто плюс,[SD]авто плюс,[SD]авто плюс,待标准化,网络源,未排序,否
[SD]беларусь 24,:24,:24,待确认分组,网络源,未排序,否
[SD]вопросы и ответы,[SD]вопросы и ответы,[SD]вопросы и ответы,待标准化,网络源,未排序,否
[SD]вопросы ответы[geo-blocked],[SD]вопросы ответы[geo-blocked],[SD]вопросы ответы[geo-blocked],待标准化,网络源,未排序,否
[SD]дом кино,[SD]дом кино,[SD]дом кино,待标准化,网络源,未排序,否
[SD]иллюзион plus,[SD]иллюзион plus,[SD]иллюзион plus,待标准化,网络源,未排序,否
[SD]карусель,[SD]карусель,[SD]карусель,待标准化,网络源,未排序,否
[SD]кинокомедия,[SD]кинокомедия,[SD]кинокомедия,待标准化,网络源,未排序,否
[SD]киносерия,[SD]киносерия,[SD]киносерия,待标准化,网络源,未排序,否
[SD]кинохит,[SD]кинохит,[SD]кинохит,待标准化,网络源,未排序,否
[SD]кто есть кто,[SD]кто есть кто,[SD]кто есть кто,待标准化,网络源,未排序,否
[SD]кхл тв[geo-blocked],[SD]кхл тв[geo-blocked],[SD]кхл тв[geo-blocked],待标准化,网络源,未排序,否
[SD]матч боец[geo-blocked],[SD]матч боец[geo-blocked],[SD]матч боец[geo-blocked],待标准化,网络源,未排序,否
[SD]матч планета,[SD]матч планета,[SD]матч планета,待标准化,网络源,未排序,否
[SD]матч!,[SD]матч!,[SD]матч!,待标准化,网络源,未排序,否
[SD]матч! арена,[SD]матч! арена,[SD]матч! арена,待标准化,网络源,未排序,否
[SD]матч! борец,[SD]матч! борец,[SD]матч! борец,待标准化,网络源,未排序,否
[SD]матч! игра,[SD]матч! игра,[SD]матч! игра,待标准化,网络源,未排序,否
[SD]мир 24,:24,:24,待确认分组,网络源,未排序,否
[SD]мультиландия,[SD]мультиландия,[SD]мультиландия,待标准化,网络源,未排序,否
[SD]ностальгия,[SD]ностальгия,[SD]ностальгия,待标准化,网络源,未排序,否
[SD]нтв-мир,[SD]нтв-мир,[SD]нтв-мир,待标准化,网络源,未排序,否
[SD]перец,[SD]перец,[SD]перец,待标准化,网络源,未排序,否
[SD]пятница! international,A+ International,A+ International,待确认分组,网络源,未排序,否
[SD]радость,[SD]радость,[SD]радость,待标准化,网络源,未排序,否
[SD]радость моя,[SD]радость моя,[SD]радость моя,待标准化,网络源,未排序,否
[SD]россия 1,[SD]россия 1,[SD]россия 1,待标准化,网络源,未排序,否
[SD]русский бестселер,[SD]русский бестселер,[SD]русский бестселер,待标准化,网络源,未排序,否
[SD]рыжий,[SD]рыжий,[SD]рыжий,待标准化,网络源,未排序,否
[SD]сибирь 24,:24,:24,待确认分组,网络源,未排序,否
[SD]союз,[SD]союз,[SD]союз,待标准化,网络源,未排序,否
[SD]стс international,A+ International,A+ International,待确认分组,网络源,未排序,否
[SD]техно 24,:24,:24,待确认分组,网络源,未排序,否
[SD]феникс plus кино,[SD]феникс plus кино,[SD]феникс plus кино,待标准化,网络源,未排序,否
[SD]шансон тв,[SD]шансон тв,[SD]шансон тв,待标准化,网络源,未排序,否
[SD]白城新闻综合,[SD]白城新闻综合,[SD]白城新闻综合,待标准化,网络源,未排序,否
[SD]白山新闻综合,[SD]白山新闻综合,[SD]白山新闻综合,待标准化,网络源,未排序,否
[SD]常山新闻综合,[SD]常山新闻综合,[SD]常山新闻综合,待标准化,网络源,未排序,否
[SD]承德新闻综合,[SD]承德新闻综合,[SD]承德新闻综合,待标准化,网络源,未排序,否
[SD]电影,[SD]电影,[SD]电影,待标准化,网络源,未排序,否
[SD]凤凰电影,[SD]凤凰电影,[SD]凤凰电影,待标准化,网络源,未排序,否
[SD]吉林新闻综合,[SD]吉林新闻综合,[SD]吉林新闻综合,待标准化,网络源,未排序,否
[SD]宁夏卫视,[SD]宁夏卫视,[SD]宁夏卫视,待标准化,网络源,未排序,否
[SD]天映经典,[SD]天映经典,[SD]天映经典,待标准化,网络源,未排序,否
[SD]舞阳新闻综合频道,[SD]舞阳新闻综合频道,[SD]舞阳新闻综合频道,待标准化,网络源,未排序,否
[SD]先锋乒羽,[SD]先锋乒羽,[SD]先锋乒羽,待标准化,网络源,未排序,否
[SD]长春综合,[SD]长春综合,[SD]长春综合,待标准化,网络源,未排序,否
[VGA]9xm,9XM,9XM,待确认分组,网络源,未排序,否
[VGA]aastha bhajan,Aastha Bhajan,Aastha Bhajan,待确认分组,网络源,未排序,否
[VGA]aastha tamil,Aastha Tamil,Aastha Tamil,待确认分组,网络源,未排序,否
[VGA]aastha telugu,Aastha Telugu,Aastha Telugu,待确认分组,网络源,未排序,否
[VGA]abn africa (480p),Abn Africa,Abn Africa,待确认分组,网络源,未排序,否
[VGA]acnn,Acnn,Acnn,待确认分组,网络源,未排序,否
[VGA]agro tv,Agro Tv,Agro Tv,待确认分组,网络源,未排序,否
[VGA]al sharqiya min kabla,Al Sharqiya Min Kabla,Al Sharqiya Min Kabla,待确认分组,网络源,未排序,否
[VGA]aljazeera,Al Jazeera,Al Jazeera,待确认分组,网络源,未排序,否
[VGA]amazing discoveries tv (720p),Amazing Discoveries Tv,Amazing Discoveries Tv,待确认分组,网络源,未排序,否
[VGA]america tv alt,[VGA]america tv alt,[VGA]america tv alt,待标准化,网络源,未排序,否
[VGA]arte network,[VGA]arte network,[VGA]arte network,待标准化,网络源,未排序,否
[VGA]artn tv,Artn Tv,Artn Tv,待确认分组,网络源,未排序,否
[VGA]atv,Atv,Atv,待确认分组,网络源,未排序,否
[VGA]atv colombia,[VGA]atv colombia,[VGA]atv colombia,待标准化,网络源,未排序,否
[VGA]band news,Bandnews,Bandnews,待确认分组,网络源,未排序,否
[VGA]bbc persian,Bbc Persian,Bbc Persian,待确认分组,网络源,未排序,否
[VGA]beyaz tv,Beyaz Tv,Beyaz Tv,待确认分组,网络源,未排序,否
[VGA]bhojpuri cinema,Bhojpuri Cinema,Bhojpuri Cinema,待确认分组,网络源,未排序,否
[VGA]bloomberg ht,Bloomberg Ht,Bloomberg Ht,待确认分组,网络源,未排序,否
[VGA]bloomberg tv europe,[VGA]bloomberg tv europe,[VGA]bloomberg tv europe,待标准化,网络源,未排序,否
[VGA]bride tv,Bride Tv,Bride Tv,待确认分组,网络源,未排序,否
[VGA]btv,Btv,Btv,待确认分组,网络源,未排序,否
[VGA]ca sportsnet ontario,[VGA]ca sportsnet ontario,[VGA]ca sportsnet ontario,待标准化,网络源,未排序,否
[VGA]canal 10 cordoba,Canal 10 Cordoba,Canal 10 Cordoba,待确认分组,网络源,未排序,否
[VGA]canal 6,Canal 6,Canal 6,待确认分组,网络源,未排序,否
[VGA]canal e[geo-blocked],Canal E,Canal E,待确认分组,网络源,未排序,否
[VGA]canal savoir,[VGA]canal savoir,[VGA]canal savoir,待标准化,网络源,未排序,否
[VGA]cartoon classics,Cartoon Classics,Cartoon Classics,待确认分组,网络源,未排序,否
[VGA]cctv13,CCTV-13,CCTV-13,待确认分组,网络源,未排序,否
[VGA]cdn,Cdn,Cdn,待确认分组,网络源,未排序,否
[VGA]cfm tv channel 98 (360p),Cfm Tv Channel 98,Cfm Tv Channel 98,待确认分组,网络源,未排序,否
[VGA]cgtn,Cgtn,Cgtn,待确认分组,网络源,未排序,否
[VGA]cgtn俄语,[VGA]cgtn俄语,[VGA]cgtn俄语,待标准化,网络源,未排序,否
[VGA]cgtn法语,[VGA]cgtn法语,[VGA]cgtn法语,待标准化,网络源,未排序,否
[VGA]clubbing tv[geo-blocked],Clubbing Tv,Clubbing Tv,待确认分组,网络源,未排序,否
[VGA]cnews,Cnews,Cnews,待确认分组,网络源,未排序,否
[VGA]cnn,Cnn,Cnn,待确认分组,网络源,未排序,否
[VGA]cnn indonesia,Cnn Indonesia,Cnn Indonesia,待确认分组,网络源,未排序,否
[VGA]dangal tv,Dangal Tv,Dangal Tv,待确认分组,网络源,未排序,否
[VGA]disney channel,Disney Channel,Disney Channel,待确认分组,网络源,未排序,否
[VGA]disney channel ==,Disney Channel,Disney Channel,待确认分组,网络源,未排序,否
[VGA]disney channel ===,Disney Channel,Disney Channel,待确认分组,网络源,未排序,否
[VGA]disney xd,Disney Xd,Disney Xd,待确认分组,网络源,未排序,否
[VGA]documentary plus,[VGA]documentary plus,[VGA]documentary plus,待标准化,网络源,未排序,否
[VGA]dubai racing 2,Dubai Racing 2,Dubai Racing 2,待确认分组,网络源,未排序,否
[VGA]dubai racing 3,Dubai Racing 3,Dubai Racing 3,待确认分组,网络源,未排序,否
[VGA]dw español,[VGA]dw español,[VGA]dw español,待标准化,网络源,未排序,否
[VGA]ebs 1,[VGA]ebs 1,[VGA]ebs 1,待标准化,网络源,未排序,否
[VGA]ebs e,[VGA]ebs e,[VGA]ebs e,待标准化,网络源,未排序,否
[VGA]ebs plus 1,Ebs Plus 1,Ebs Plus 1,待确认分组,网络源,未排序,否
[VGA]ebs plus 2,Ebs Plus 2,Ebs Plus 2,待确认分组,网络源,未排序,否
[VGA]ebs1,[VGA]ebs1,[VGA]ebs1,待标准化,网络源,未排序,否
[VGA]ebs2,[VGA]ebs2,[VGA]ebs2,待标准化,网络源,未排序,否
[VGA]ebse,[VGA]ebse,[VGA]ebse,待标准化,网络源,未排序,否
[VGA]el pingüino tv,El Pinguino Tv,El Pinguino Tv,待确认分组,网络源,未排序,否
[VGA]emci tv america,Emci Tv America,Emci Tv America,待确认分组,网络源,未排序,否
[VGA]ertu 1,Ertu 1,Ertu 1,待确认分组,网络源,未排序,否
[VGA]espn --,Espn,Espn,待确认分组,网络源,未排序,否
[VGA]espn ---,Espn,Espn,待确认分组,网络源,未排序,否
[VGA]etv plus,Etv Plus,Etv Plus,待确认分组,网络源,未排序,否
[VGA]extrema cartoons[geo-blocked],Xtrema Cartoons,Xtrema Cartoons,待确认分组,网络源,未排序,否
[VGA]flix[geo-blocked],Flix,Flix,待确认分组,网络源,未排序,否
[VGA]fox news,[VGA]fox news,[VGA]fox news,待标准化,网络源,未排序,否
[VGA]france inter,France Inter,France Inter,待确认分组,网络源,未排序,否
[VGA]france inter direct,[VGA]france inter direct,[VGA]france inter direct,待标准化,网络源,未排序,否
[VGA]global tv,Globaltv,Globaltv,待确认分组,网络源,未排序,否
[VGA]haber türk,[VGA]haber türk,[VGA]haber türk,待标准化,网络源,未排序,否
[VGA]himlen tv7,Himlen TV7,Himlen TV7,待确认分组,网络源,未排序,否
[VGA]history(usa) *s[geo-blocked],History,History,待确认分组,网络源,未排序,否
[VGA]imam hussein tv 3 (1080p) [not 24/7],Imam Hussein Tv 3,Imam Hussein Tv 3,待确认分组,网络源,未排序,否
[VGA]impacto television,Impacto Television,Impacto Television,待确认分组,网络源,未排序,否
[VGA]iran international tv,Iran International,Iran International,待确认分组,网络源,未排序,否
[VGA]itn,Itn,Itn,待确认分组,网络源,未排序,否
[VGA]itv,Itv,Itv,待确认分组,网络源,未排序,否
[VGA]janam tv[geo-blocked],Janam Tv,Janam Tv,待确认分组,网络源,未排序,否
[VGA]job tv,Job Tv,Job Tv,待确认分组,网络源,未排序,否
[VGA]kanal d,Kanal D,Kanal D,待确认分组,网络源,未排序,否
[VGA]kuwait tv news,[VGA]kuwait tv news,[VGA]kuwait tv news,待标准化,网络源,未排序,否
[VGA]libya al wataniya,Libya Al Wataniya,Libya Al Wataniya,待确认分组,网络源,未排序,否
[VGA]life tv,Life Tv,Life Tv,待确认分组,网络源,未排序,否
[VGA]light channel,Light Channel,Light Channel,待确认分组,网络源,未排序,否
[VGA]ltv,Ltv,Ltv,待确认分组,网络源,未排序,否
[VGA]mastiii,Mastiii,Mastiii,待确认分组,网络源,未排序,否
[VGA]medi 1 tv maghreb,Medi1TV Maghreb,Medi1TV Maghreb,待确认分组,网络源,未排序,否
[VGA]melody,Melody,Melody,待确认分组,网络源,未排序,否
[VGA]mgm,[VGA]mgm,[VGA]mgm,待标准化,网络源,未排序,否
[VGA]miracle tv,Miracle Tv,Miracle Tv,待确认分组,网络源,未排序,否
[VGA]nbt,[VGA]nbt,[VGA]nbt,待标准化,网络源,未排序,否
[VGA]new vision tv,New Vision Tv,New Vision Tv,待确认分组,网络源,未排序,否
[VGA]new vision tv (360p),New Vision Tv,New Vision Tv,待确认分组,网络源,未排序,否
[VGA]nuview tv,Nuview Tv,Nuview Tv,待确认分组,网络源,未排序,否
[VGA]oman tv,Oman Tv,Oman Tv,待确认分组,网络源,未排序,否
[VGA]pasco tv (pasco county fl) (480p),Pasco Tv,Pasco Tv,待确认分组,网络源,未排序,否
[VGA]pbs kids,Pbs Kids,Pbs Kids,待确认分组,网络源,未排序,否
[VGA]peace tv,[VGA]peace tv,[VGA]peace tv,待标准化,网络源,未排序,否
[VGA]pktv,Pktv,Pktv,待确认分组,网络源,未排序,否
[VGA]play tv,Play Tv,Play Tv,待确认分组,网络源,未排序,否
[VGA]pmi tv (720p) [not 24/7],Pmi Tv,Pmi Tv,待确认分组,网络源,未排序,否
[VGA]powernation tv,Powernation Tv,Powernation Tv,待确认分组,网络源,未排序,否
[VGA]qatar tv 2,[VGA]qatar tv 2,[VGA]qatar tv 2,待标准化,网络源,未排序,否
[VGA]rcg tv,Rcg Tv,Rcg Tv,待确认分组,网络源,未排序,否
[VGA]real madrid tv,Real Madrid Tv,Real Madrid Tv,待确认分组,网络源,未排序,否
[VGA]relax 1[geo-blocked],Relax,Relax,待确认分组,网络源,未排序,否
[VGA]relax 5[geo-blocked],Relax,Relax,待确认分组,网络源,未排序,否
[VGA]retrô cartoon 1,Retro Cartoon,Retro Cartoon,待确认分组,网络源,未排序,否
[VGA]rov tv,Rov Tv,Rov Tv,待确认分组,网络源,未排序,否
[VGA]roya tv,Roya Tv,Roya Tv,待确认分组,网络源,未排序,否
[VGA]rpp tv,Rpp Tv,Rpp Tv,待确认分组,网络源,未排序,否
[VGA]rtm parlimen[geo-blocked],[VGA]rtm parlimen[geo-blocked],[VGA]rtm parlimen[geo-blocked],待标准化,网络源,未排序,否
[VGA]rupavahini,Rupavahini,Rupavahini,待确认分组,网络源,未排序,否
[VGA]sabc news,Sabc News,Sabc News,待确认分组,网络源,未排序,否
[VGA]sakshi tv[geo-blocked],Sakshi Tv,Sakshi Tv,待确认分组,网络源,未排序,否
[VGA]sansad tv (1080p) [not 24/7][geo-blocked],Sansad Tv,Sansad Tv,待确认分组,网络源,未排序,否
[VGA]shakthi tv,Shakthi Tv,Shakthi Tv,待确认分组,网络源,未排序,否
[VGA]shalom tv,Shalom Tv,Shalom Tv,待确认分组,网络源,未排序,否
[VGA]sharjah 2,Sharjah 2,Sharjah 2,待确认分组,网络源,未排序,否
[VGA]sirasa tv,Sirasa Tv,Sirasa Tv,待确认分组,网络源,未排序,否
[VGA]sirippoli tv,Sirippoli Tv,Sirippoli Tv,待确认分组,网络源,未排序,否
[VGA]sony channel,Sony Channel,Sony Channel,待确认分组,网络源,未排序,否
[VGA]sportsnet ontario-,[VGA]sportsnet ontario-,[VGA]sportsnet ontario-,待标准化,网络源,未排序,否
[VGA]sportsnet ontario--[geo-blocked],[VGA]sportsnet ontario--[geo-blocked],[VGA]sportsnet ontario--[geo-blocked],待标准化,网络源,未排序,否
[VGA]star,[VGA]star,[VGA]star,待标准化,网络源,未排序,否
[VGA]start tv,Start Tv,Start Tv,待确认分组,网络源,未排序,否
[VGA]starz cinema-,Starz Cinema,Starz Cinema,待确认分组,网络源,未排序,否
[VGA]starz cinema *s[geo-blocked],Starz Cinema,Starz Cinema,待确认分组,网络源,未排序,否
[VGA]starz cinema =,Starz Cinema,Starz Cinema,待确认分组,网络源,未排序,否
[VGA]starz cinema ==,Starz Cinema,Starz Cinema,待确认分组,网络源,未排序,否
[VGA]starz cinema--[geo-blocked],Starz Cinema,Starz Cinema,待确认分组,网络源,未排序,否
[VGA]starz west =,[VGA]starz west =,[VGA]starz west =,待标准化,网络源,未排序,否
[VGA]starz west ==,[VGA]starz west ==,[VGA]starz west ==,待标准化,网络源,未排序,否
[VGA]sunna tv,Sunna Tv,Sunna Tv,待确认分组,网络源,未排序,否
[VGA]tele antillas,Tele Antillas,Tele Antillas,待确认分组,网络源,未排序,否
[VGA]telefuturo,Telefuturo,Telefuturo,待确认分组,网络源,未排序,否
[VGA]telemundo al dia,Telemundo Al Dia,Telemundo Al Dia,待确认分组,网络源,未排序,否
[VGA]telenorte,Telenorte,Telenorte,待确认分组,网络源,未排序,否
[VGA]telesistema 11,Telesistema 11,Telesistema 11,待确认分组,网络源,未排序,否
[VGA]telesur,Telesur,Telesur,待确认分组,网络源,未排序,否
[VGA]telesur english,[VGA]telesur english,[VGA]telesur english,待标准化,网络源,未排序,否
[VGA]teve 2,Teve2,Teve2,待确认分组,网络源,未排序,否
